Registro_ANS;CNPJ;Razao_Social;Nome_Fantasia;Modalidade
359394;6,02552E+13;INTEGRAL SERVIÇOS ODONTOLÓGICOS LTDA.;INTEGRAL CONVÊNIO ODONTOLÓGICO LTDA.;Odontologia de Grupo
423939;5,36544E+13;INTEGRALCARE PLANOS DE SAUDE LTDA;INTEGRALCARE PLANOS DE SAUDE;Medicina de Grupo
417998;1,19806E+13;INTERBRASIL ADMINISTRADORA DE BENEFICIOS  DE SAUDE LTDA;INTERBRASIL SAÚDE;Administradora de Benefícios
420841;2,26947E+13;INTERCLINICAS PLANO VIDA USA OPERADORA DE SAUDE LTDA;;Medicina de Grupo
312282;6,24767E+13;INTERMEDICI PIRACICABA ASSISTENCIA MEDICA LTDA;INTERMEDICI PIRACICABA;Medicina de Grupo
421375;2,99589E+13;INTERVIDA ADMINISTRADORA DE BENEFÍCIOS LTDA;;Administradora de Benefícios
423424;3,52886E+13;IPRESB - INSTITUTO DE PREVENÇÃO EM SAÚDE BUCAL LTDA;IPRESB;Odontologia de Grupo
319422;5,14737E+13;IRMANDADE DA SANTA CASA DE MISERICORDIA DE LIMEIRA;FREI GALVÃO SAÚDE;Filantropia
333875;2,32789E+13;IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE PASSOS;SANTA CASA DE MISERICÓRDIA DE PASSOS;Filantropia
354562;5,43706E+13;IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE PIRACICABA;SANTA CASA SAÚDE;Filantropia
347655;5,63842E+13;IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE RIO CLARO;;Filantropia
321320;7,21272E+13;IRMANDADE DA SANTA CASA DE MISERICÓRDIA E MATERNIDADE DONA ZILDA SALVAGNI;IRM.DA STA.CASA DE MIS.E MAT. DONA ZILDA SALVAGNI;Filantropia
329355;5,51899E+13;IRMANDADE DE MISERICORDIA DE PORTO FERREIRA;HOSPITAL DONA BALBINA;Filantropia
333808;5,28521E+13;IRMANDADE DE MISERICÓRDIA DO HOSPITAL DA SANTA CASA DE MONTE ALTO;SISTEMA VIDA DE SAÚDE;Filantropia
345741;4,97973E+13;IRMANDADE SANTA CASA DE MISERICÓRDIA DE ITAPEVA;SANTA CASA DE MISERICÓRDIA DE ITAPEVA;Filantropia
336831;7,91158E+13;IRMANDADE SANTA CASA DE MISERICÓRDIA DE MARINGÁ;SANTA CASA SAUDE;Filantropia
366234;3,95988E+11;ITAIPU BINACIONAL;ITAIPU BINACIONAL;Autogestão
884;4,46308E+12;ITAUSEG SAÚDE S.A.;ITAUSEG SAÚDE;Seguradora Especializada em Saúde
423211;4,43019E+13;J&L ADMINISTRADORA DE BENEFICIOS E SOL EM SAUDE LTDA;;Administradora de Benefícios
418161;1,31531E+13;JURAL ADMINISTRADORA DE BENEFICIOS LTDA;JURAL ADMINISTRADORA;Administradora de Benefícios
422029;3,4539E+13;KLINI PLANOS DE SAÚDE LTDA;KLINI;Medicina de Grupo
424323;5,73522E+13;LAGO SAUDE ADMINISTRADORA DE BENEFICIOS LTDA;LAGO SAUDE;Administradora de Benefícios
419095;1,78274E+13;LANCERS ADMINISTRADORA DE BENEFÍCIOS DE SAÚDE LTDA.;;Administradora de Benefícios
364592;2,12778E+12;LEADER ASSISTÊNCIA MÉDICA E HOSPITALAR LTDA.;NEW SAÚDE LEADER;Medicina de Grupo
422339;3,65032E+13;LEVE SAUDE OPERADORA DE PLANOS DE SAUDE S.A;LEVE SAUDE;Medicina de Grupo
418706;1,56489E+13;LEXUS ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de Benefícios
418595;1,44681E+13;LIFE CLASS ADMINISTRADORA DE BENEFICIOS LTDA.;LIFE CLASS;Administradora de Benefícios
414492;4,55803E+12;LIFE EMPRESARIAL SAÚDE LTDA.;LIFE EMPRESARIAL SAÚDE;Medicina de Grupo
423688;5,11032E+13;LIFEMED ADMINISTRADORA DE BENEFICIOS LTDA;BRMED  ;Administradora de Benefícios
418536;1,40956E+13;LIKE DENTAL PLANOS ODONTOLÓGICOS SS LTDA;ON DENTAL PLANOS ODONTOLÓGICOS;Odontologia de Grupo
379280;8,46662E+11;LIV LINHAS INTELIGENTES DE ATENÇÃO À VIDA S/A;LIV SAÚDE;Medicina de Grupo
421685;3,09275E+13;LIVEN PRESTADORA DE SERVIÇOS LTDA;;Administradora de Benefícios
422479;3,91494E+13;LIVRI OPERADORA DE PLANO DE SAÚDE LTDA;LIVRI SAÚDE;Medicina de Grupo
418374;1,18281E+13;LUMINAR SAÚDE - ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE;LUMINAR SAÚDE;Autogestão
412490;5,05467E+12;LÍDER COMÉRCIO E INDÚSTRIA LTDA.;PROGRAMA DE ASSISTÊNCIA MÉDICA LÍDER;Autogestão
416835;7,87346E+12;MACIEL & MACIEL ASSISTÊNCIA ODONTOLÓGICA LTDA;D.VIP+;Odontologia de Grupo
349291;1,5416E+12;MAIS DENTAL PLANOS ODONTOLOGICOS LTDA;MAIS DENTAL.COM E + DENTAL.COM;Odontologia de Grupo
423254;4,5901E+13;MAIS SAUDE ADMINISTRADORA DE BENEFICIOS LTDA ;MAIS ADMINISTRADORA ;Administradora de Benefícios
419516;1,96917E+13;MAIS SAUDE S/A;;Medicina de Grupo
415065;3,95266E+11;MAIS SAÚDE PLANO DE SAÚDE LTDA;MAIS SAÚDE PLANO DE SAÚDE ;Medicina de Grupo
418048;1,27068E+13;MAIS VOCE ADMINISTRADORA DE BENEFICIOS LTDA;MAIS VOCE ADMINISTRADORA DE BENEFICIOS ;Administradora de Benefícios
424111;5,30119E+13;MAISON BLANCHE ADMINISTRADORA DE BENEFICIOS LTDA;MAISON BLANCHE;Administradora de Benefícios
417564;1,10553E+13;MAPMA ADMINISTRADORA DE BENEFÍCIOS LTDA.;MAPMA;Administradora de Benefícios
420964;2,67011E+13;MASTER HEALTH ADMINISTRADORA DE BENEFÍCIOS LTDA;MASTER HEALTH;Administradora de Benefícios
329967;8,44669E+11;MATTOS ODONTOLOGIA LTDA;MATTOS ODONTOLOGIA LTDA;Odontologia de Grupo
416495;5,04329E+13;MATÃO CLINICAS & AMHMA SAÚDE LTDA;HSAÚDE;Medicina de Grupo
424196;5,73035E+13;MAXIMED PLANOS DE SAUDE LTDA;MAXIMED SAUDE;Medicina de Grupo
417696;1,12353E+13;MAXMED ADMINISTRADORA DE BENEFICIOS EIRELI;MAXMED;Administradora de Benefícios
424064;3,54902E+13;MB PLANOS DE SAÚDE LTDA;MB PLANOS;Odontologia de Grupo
423611;4,88259E+13;MED CARE ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de Benefícios
419559;2,06138E+13;MED CORP SAÚDE CORPORATIVA LTDA - EPP;MED CORP SAÚDE CORPORATIVA;Administradora de Benefícios
328537;4,53863E+11;MED-TOUR ADMINISTRADORA DE BENEFÍCIOS E EMPREENDIMENTOS LTDA.;MED-TOUR SAUDE;Medicina de Grupo
422797;4,10585E+13;MEDCORP ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de Benefícios
419753;1,45768E+13;MEDGOLD ASSISTENCIA MEDICA LTDA - ME;GOLDMED;Medicina de Grupo
421367;2,83108E+13;MEDHEALTH PLANOS DE SAÚDE LTDA;MEDHEALTH;Medicina de Grupo
420859;2,61148E+13;MEDIATORIE ADMINISTRADORA DE BENEFÍCIOS S/A;MEDIATORIE ADMINISTRADORA;Administradora de Benefícios
411868;3,54827E+12;MEDIC GLOBAL PLANOS DE SAÚDE LTDA.;MEDIC GLOBAL PLANOS DE SAÚDE.;Medicina de Grupo
424331;5,36544E+13;MEDICAL LIFE PLANOS DE SAÚDE LTDA;MEDICAL LIFE PLANOS DE SAUDE;Medicina de Grupo
333689;5,77465E+13;MEDISERVICE OPERADORA DE PLANOS DE SAÚDE S.A.;MEDISERVICE;Medicina de Grupo
424099;5,45424E+13;MEDSAUDE ADMINISTRADORA DE PLANOS DE SAUDE LTDA;;Administradora de Benefícios
421391;2,96541E+13;MEGA ADMINISTRADORA DE BENEFÍCIOS LTDA;MEGA ADMINISTRADORA;Administradora de Benefícios
424307;5,57072E+13;MERIDIAN ADMINISTRADORA DE BENEFÍCIOS S.A;MERIDIAN ADMINISTRADORA DE BENEFÍCIOS;Administradora de Benefícios
423521;4,85785E+13;METAVERSE ADMINISTRADORA DE BENEFICIOS LTDA;METAVERSE ADMINISTRADORA;Administradora de Benefícios
406481;3,27383E+12;METLIFE PLANOS ODONTOLÓGICOS LTDA.;;Odontologia de Grupo
380661;4,48574E+13;METRUS INSTITUTO DE SEGURIDADE SOCIAL;METRUS INSTITUTO DE SEGURIDADE SOCIAL;Autogestão
412015;3,6703E+12;MH VIDA - OPERADORA DE PLANOS DE SAÚDE LTDA;MH VIDA - OPERADORA DE PLANOS DE SAÚDE LTDA;Medicina de Grupo
416703;4,25093E+13;MINERAÇÃO CARAÍBA S/A;MINERAÇÃO CARAÍBA;Autogestão
422061;3,50565E+13;MMS ADMINISTRADORA DE BENEFICIOS LTDA;MMS BENEFICIOS;Administradora de Benefícios
421677;2,89913E+13;MOUNT HERMON ADMINISTRADORA DE BENEFÍCIOS LTDA;MOUNT HERMON ADMINISTRADORA;Administradora de Benefícios
420140;2,38211E+13;MUITO MAIS SAÚDE ADMINISTRADORA DE BENEFÍCIOS;;Administradora de Benefícios
351351;1,30608E+12;MULTI - BUCAL ODONTOLOGIA LTDA - LTDA;MULTI-BUCAL CONVÊNIO ODONTOLÓGICO;Odontologia de Grupo
421847;3,31056E+13;MV2C ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de Benefícios
418650;3,04601E+13;MÚTUA DOS MAGISTRADOS DO ESTADO DO RIO DE JANEIRO;MÚTUA DOS MAGISTRADOS;Autogestão
304441;1,86779E+12;NACIONAL ODONTO OPERADORA DE PLANOS ODONTOLÓGICOS LTDA.;CLIN - PLANO ODONTO DIGITAL;Odontologia de Grupo
421286;2,19775E+13;NACIONAL SAUDE ADMINISTRADORA DE BENEFICIOS LTDA;NACIONAL SAÚDE;Administradora de Benefícios
415057;2,94942E+12;NEWKLIN ODONTOCLÍNICA LTDA. ME.;NEWKLIN ODONTOCLÍNICA;Odontologia de Grupo
421146;2,83116E+13;NEXO - ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de Benefícios
305928;2,85817E+12;NOSAMED ASSISTÊNCIA MÉDICA LTDA.;SAME;Medicina de Grupo
372609;2,86245E+12;NOSSA SAÚDE - OPERADORA PLANOS PRIVADOS DE ASSISTÊNCIA  À SAÚDE LTDA.;NOSSA SAÚDE;Medicina de Grupo
348520;6,25503E+13;NOTRE DAME INTERMÉDICA MINAS GERAIS SAÚDE S.A.;HAPVIDA MINAS GERAIS;Medicina de Grupo
359017;4,46498E+13;NOTRE DAME INTERMÉDICA SAÚDE S.A.;;Medicina de Grupo
423661;5,08761E+13;NOVA SAÚDE OPERADORA INTEGRADA DE SAÚDE LTDA;;Medicina de Grupo
417840;2,91994E+12;NOVODENTE S/A;NOVODENTE;Odontologia de Grupo
352888;4,25159E+13;NUCLEBRÁS EQUIPAMENTOS PESADOS S/A - NUCLEP;NUCLEP;Autogestão
422754;4,02469E+13;ODILE SERVIÇOS DE SAÚDE LTDA.;ODILE SAÚDE;Medicina de Grupo
422088;3,49072E+13;ODONT-OPERADORA ODONTOLOGICA LTDA;;Odontologia de Grupo
421464;8,96111E+12;ODONTO ALEGRE CLINICAS E PLANOS ODONTOLOGICOS LTDA;ODONTO ALEGRE CLINICAS E PLANOS ODONTOLOGICOS LTDA;Odontologia de Grupo
310981;4,02239E+13;ODONTO EMPRESAS CONVENIOS DENTARIOS LTDA.;;Odontologia de Grupo
312321;5,15717E+11;ODONTO JARAGUÁ LTDA;ODONTO JARAGUA;Odontologia de Grupo
406414;1,46803E+12;ODONTO LIFE ASSISTÊNCIA ODONTOLÓGICA S/A.;ODONTO LIFE;Odontologia de Grupo
422851;3,6765E+13;ODONTO MAIS BRASIL OPERADORA DE PLANOS ODONTOLOGICO LTDA;ODONTO MAIS BRASIL OPERADORA DE PLANOS ODONTOLOGICO;Odontologia de Grupo
422622;3,61944E+13;ODONTO MAIS SAUDE EMPREENDIMENTOS LTDA.;ODONTOMAIS SAUDE;Odontologia de Grupo
405671;9,23958E+13;ODONTO PLUS CONVENIO ODONTOLOGICO SOCIEDADE SIMPLES LTDA;ODONTO PLUS;Odontologia de Grupo
418994;1,70489E+13;ODONTO PRIME S/S LTDA;ODONTO PRIME;Odontologia de Grupo
419281;1,48919E+13;ODONTO SEG OPERADORA DE PLANOS ODONTOLOGICOS S.A.;ODONTO SEG;Odontologia de Grupo
414387;3,18791E+12;ODONTOART PLANOS ODONTOLÓGICOS LTDA;ODONTOART;Odontologia de Grupo
344486;1,20898E+12;ODONTOBASE PLANOS DE SAUDE LTDA.;ODONTOBASE;Odontologia de Grupo
423491;4,73133E+13;ODONTOBRAS PLANOS ODONTOLOGICOS LTDA;ODONTOBRAS;Odontologia de Grupo
418111;9,45235E+13;ODONTOCLINICA RCC LTDA. S/S;;Odontologia de Grupo
422924;4,06502E+13;ODONTOCOOP - OPERADORA DE PLANOS DE SAÚDE LTDA;ODONTOCARD;Odontologia de Grupo
389854;2,75146E+12;ODONTOGROUP SISTEMA DE SAÚDE LTDA.;ODONTOGROUP;Odontologia de Grupo
417831;1,03641E+13;ODONTOLIVE OPERADORA DE PLANOS ODONTOLÓGICOS LTDA.;ODONTO LIVE;Odontologia de Grupo
419184;1,54419E+13;ODONTOMAIS SERVIÇOS ODONTOLÓGICOS LTDA - ME;ODONTOMAIS;Odontologia de Grupo
419583;1,7211E+13;ODONTOMAXI OPERADORA DE PLANOS ODONTOLÓGICOS LTDA;ODONTOMAXI;Odontologia de Grupo
423238;4,55055E+13;ODONTOPLAN PLANOS ODONTOLOGICOS LTDA;;Odontologia de Grupo
301949;5,81192E+13;ODONTOPREV S/A;ODONTOPREV;Odontologia de Grupo
412040;3,61946E+11;ODONTOREAL LTDA.;ODONTOREALE;Odontologia de Grupo
416738;8,70898E+12;OESTE SAÚDE ASSISTÊNCIA A SAÚDE SUPLEMENTAR S.A;OESTE SAÚDE;Medicina de Grupo
422185;3,64147E+13;OLIVA ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de Benefícios
424030;5,29179E+13;OMEGA ODONTO OPERADORA DE PLANOS ODONTOLOGICOS LTDA.;;Odontologia de Grupo
359661;4,46734E+13;OMINT SERVIÇOS DE SAÚDE S.A.;OMINT;Medicina de Grupo
304212;9,22406E+13;ON MED ASSISTÊNCIA MÉDICA LTDA;ON MED;Medicina de Grupo
422673;3,73039E+13;OPERADORA DE PLANOS ODONTOLOGICOS ULTRAODONTO LTDA;ULTRAODONTO;Odontologia de Grupo
420743;2,51866E+13;OPERADORA DE PLANOS ODONTOLÓGICOS ODONTOCLÍNICA LTDA;ODONTOCLÍNICA PLANOS ODONTOLÓGICOS;Odontologia de Grupo
419699;2,09184E+13;OPERADORA DE PLANOS PRIVADOS DE SAÚDE - SANTA CASA SAÚDE LTDA;SANTA CASA SAÚDE;Medicina de Grupo
318477;2,88847E+12;OPERADORA UNICENTRAL DE PLANOS DE SAÚDE LTDA.;TOTAL MEDCARE;Medicina de Grupo
354511;2,77474E+12;OPERADORA UNIESTE DE PLANOS DE SAÚDE LTDA;SILVESTRE SAÚDE;Medicina de Grupo
418226;1,38163E+13;OPLAN SAÚDE OPERADORA DE PLANO DE SAÚDE LTDA;OPLAN SAÚDE;Medicina de Grupo
418200;8,33356E+13;ORAL BLUE LTDA;ORAL BLUE;Odontologia de Grupo
418447;4,9421E+12;ORAL GAM ASSISTENCIA ODONTOLÓGICA LTDA;ORAL GAM ASSISTENCIA ODONTOLÓGICA LTDA;Odontologia de Grupo
366510;1,97237E+12;ORAL SAÚDE DE IBITINGA SERVIÇOS ODONTOLÓGICOS S/S LTDA;ORAL SAÚDE DE IBITINGA SERV. ODONTOL. S/S LTDA;Odontologia de Grupo
412996;3,99091E+12;ORALE ASSISTÊNCIA ODONTOLÓGICA LTDA;ORALE;Odontologia de Grupo
420972;2,6766E+13;ORALPLAN PLANOS DE SAUDE ODONTOLÓGICOS LTDA;ORALPLAN;Odontologia de Grupo
404772;1,62833E+12;ORION ODONTOLOGIA LTDA;;Odontologia de Grupo
416371;7,4798E+12;ORION PLANOS E SERVIÇOS ODONTOLÓGICOS LTDA;ODONTOMIX;Odontologia de Grupo
419991;1,84962E+13;OROS OPERADORA DE PLANOS ODONTOLÓGICOS LTDA ME;OROS OPERADORA DE PLANOS ODONTOLÓGICOS;Odontologia de Grupo
423483;4,38739E+13;P4H GESTAO DE BENEFICIOS LTDA;PEOPLE 4 HEALTH BENEFICIOS;Administradora de Benefícios
315265;8,23531E+13;PARANA ASSISTENCIA MEDICA LTDA;PAM;Medicina de Grupo
350141;7,6717E+13;PARANÁ CLÍNICAS - PLANOS DE SAÚDE S/A;PARANÁ CLÍNICAS;Medicina de Grupo
415782;7,07556E+12;PARRA ODONTOLOGIA LTDA;PARRA ODONTOLOGIA - ATUAL CONVENIO;Odontologia de Grupo
331988;3,94198E+13;PASA - PLANO DE ASSISTENCIA A SAUDE DO APOSENTADO DA VALE;PASA;Autogestão
420778;1,49388E+13;PASSPORT SYSTEM ODONTOLOGIA LTDA;PASSPORT SYSTEM;Odontologia de Grupo
422584;3,82725E+13;PB ASSISTENCIA MEDICA EU LTDA;PLANO BRASIL SAUDE;Medicina de Grupo
422355;3,61866E+13;PD BRASIL ASSISTENCIA ODONTOLOGICA LTDA;PRODENTAL BRASIL ASSISTENCIA ODONTOLOGICA;Odontologia de Grupo
421774;3,04952E+13;PENTÁGONO ADMINISTRADORA DE BENEFÍCIOS S/A;PENTÁGONO ADMINISTRADORA;Administradora de Benefícios
421707;3,10979E+13;PERSONAL CARE OPERADORA DE SAÚDE SA;NORDEN PLANO DE SAÚDE;Medicina de Grupo
310239;1,71468E+13;PESSOAL SAÚDE PLANOS DE ASSISTÊNCIA MÉDICA LTDA;PESSOAL SAÚDE;Medicina de Grupo
419486;1,7898E+13;PLADISA PLANOS DE SAÚDE SA;PLADISA;Medicina de Grupo
343463;1,55945E+13;PLAMED PLANO DE ASSISTENCIA MEDICA LTDA;PLAMED PLANO DE ASSISTENCIA MEDICA LTDA;Medicina de Grupo
413551;4,29999E+12;PLAMEDH - PLANO DE ASSISTÊNCIA MÉDICO-HOSPITALAR LTDA;PLAMEDH;Medicina de Grupo
423882;5,20413E+13;PLAMEDH PLANOS DE SAÚDE LTDA;PLAMEDH PLANOS  ;Medicina de Grupo
324299;6,86827E+13;PLAMER PLANO MEDICO RESENDE LTDA;PLAMER - PLANO MEDICO RESENDE;Medicina de Grupo
424200;5,61972E+13;PLANO A ADMINISTRADORA DE PLANOS DE SAUDE LTDA;;Administradora de Benefícios
363391;2,51394E+12;PLANO ASSISTENCIAL SÃO LUCAS LTDA;SÃO LUCAS SAÚDE;Medicina de Grupo
382281;2,20273E+13;PLANO DE ASSISTÊNCIA MÉDICA MINEIRA LTDA;PLAM;Medicina de Grupo
417106;1,07672E+13;PLANO DE ASSISTÊNCIA ODONTOLÓGICA FAUCHARD LTDA. ME;ODONTO S.A;Odontologia de Grupo
411582;3,63822E+12;PLANO DE SAUDE ASES LTDA.;ASES;Medicina de Grupo
360244;2,86436E+12;PLANO DE SAÚDE ANA COSTA LTDA.;PLANO DE SAÚDE ANA COSTA LTDA.;Medicina de Grupo
420166;2,46459E+13;PLANO DE SAÚDE DA SANTA CASA DE BRAGANÇA PAULISTA;SANTA CASA SAÚDE;Medicina de Grupo
411256;3,01107E+12;PLANO HOSPITAL SAMARITANO LTDA;PHS SAMARITANO SAÚDE;Medicina de Grupo
415936;5,98317E+12;PLANO ODONTOLÓGICO DENTALVIDAS LTDA.;DENTALVIDAS;Odontologia de Grupo
423408;2,91173E+13;PLANO SIGMA SAÚDE LTDA;;Medicina de Grupo
415987;4,43063E+12;PLANO VIDA SAUDE SERVIÇOS ODONTOLOGICOS LTDA;ORAL SANTA HELENA;Odontologia de Grupo
416517;2,7043E+12;PLANODENTE LTDA.;;Odontologia de Grupo
418986;1,17929E+13;PLATINUM ADMINISTRADORA DE BENEFICIOS;;Administradora de Benefícios
420956;2,76577E+13;PLENA ADMINISTRADORA DE BENEFÍCIOS LTDA - ME;PLENA ADMINISTRADORA DE BENEFÍCIOS;Administradora de Benefícios
348830;3,38763E+11;PLENA SAÚDE S.A.;PLENA SAÚDE;Medicina de Grupo
403458;1,46089E+12;PLENODONTO ASSISTÊNCIA ODONTOLÓGICA LTDA.;PLENODONTO;Odontologia de Grupo
423441;4,74321E+13;PLENUM ASSISTENCIA MEDICA  LTDA;PLENUM SAUDE ;Medicina de Grupo
418552;9,75538E+13;PLURAL GESTÃO EM PLANOS DE SAÚDE LTDA;PLURAL ADMINISTRADORA DE BENEFICIOS;Administradora de Benefícios
417751;1,12759E+13;PLURICLUB ADMINISTRADORA DE BENEFÍCIOS LTDA.;PLURICLUB ADMINISTRADORA DE BENEFÍCIOS LTDA.;Administradora de Benefícios
351270;2,89692E+12;POLI SAUDE OPERADORA DE PLANO DE SAUDE LTDA;POLI SAUDE OPERADORA DE PLANO DE SAUDE LTDA;Medicina de Grupo
415693;4,20201E+12;POLICLIN SAÚDE S/A.;;Medicina de Grupo
316903;9,35079E+13;POLIMÉDICA SAÚDE SOCIEDADE SIMPLES LTDA;POLIMÉDICA SAÚDE;Medicina de Grupo
346870;8,98902E+13;PORTO ALEGRE CLÍNICAS LTDA.;POA CLIN;Medicina de Grupo
415081;6,14543E+12;PORTO DIAS SAUDE LTDA.;PORTO DIAS SAUDE;Medicina de Grupo
582;4,54001E+12;PORTO SEGURO - SEGURO SAÚDE S/A;PORTO SEGURO SAÚDE;Seguradora Especializada em Saúde
418625;1,39917E+13;PORTO SEGURO SERVIÇOS ODONTOLÓGICOS LTDA.;PORTO DENTAL;Odontologia de Grupo
417491;1,1566E+13;PORTOMED - PORTO SEGURO SERVIÇOS DE SAUDE LTDA;;Medicina de Grupo
420280;2,50061E+13;POSITIVA ADMINISTRADORA DE BENEFICIOS LTDA;POSITIVA ADMINISTRADORA DE BENEFÍCIOS;Administradora de Benefícios
419133;1,82751E+13;POSTAL SAÚDE CAIXA DE ASSISTÊNCIA E SAÚDE DOS EMPREGADOS DOS CORREIOS;POSTAL SAÚDE;Autogestão
421413;2,81874E+13;PP HEALTH ADMINISTRADORA DE BENEFÍCIOS LTDA-ME;PP HEALTH ADMINISTRADORA DE BENEFÍCIOS;Administradora de Benefícios
422959;4,19293E+13;PRESERVE SAUDE ASSISTENCIA MEDICA LTDA;PRESERVE;Medicina de Grupo
384844;2,07228E+12;PREST ODONTO LTDA;PREST ODONTO LTDA;Odontologia de Grupo
410420;3,31043E+12;PREV-DONT ODONTOLOGICA LTDA.;PREV-DONT;Odontologia de Grupo
413267;4,23406E+12;PREVENT SENIOR CORPORATE OPERADORA DE SAÚDE LTDA.;;Medicina de Grupo
302147;4,61479E+11;PREVENT SENIOR PRIVATE OPERADORA DE SAÚDE LTDA;PREVENT SENIOR;Medicina de Grupo
421804;2,9628E+13;PREVER ADMINISTRADORA DE BENEFÍCIOS LTDA;PREVER ADMINISTRADORA DE BENEFÍCIOS LTDA;Administradora de Benefícios
374440;5,62699E+13;PREVIDENT ASSISTÊNCIA ODONTOLÓGICA S.A;PREVIDENT;Odontologia de Grupo
403636;3,07324E+12;PREVINA ODONTOLOGIA LTDA;PREVINA;Odontologia de Grupo
418307;1,39513E+13;PREVISÃO ADMINISTRADORA DE BENEFÍCIOS LTDA.;;Administradora de Benefícios
416525;8,78778E+12;PRIMA VIDA ODONTOLOGIA DE GRUPO LIMITADA;PRIMA VIDA;Odontologia de Grupo
424161;4,91687E+13;PRO-SAUDE JARINU ASSISTENCIA MEDICA SUPLEMENTAR LTDA.;;Medicina de Grupo
310522;2,75292E+12;PROASA - PROGRAMA ADVENTISTA DE SAÚDE;ADVENTIST HEALTH;Medicina de Grupo
424251;5,62111E+13;PROLIFE ADMINISTRADORA  DE SAUDE LTDA;;Administradora de Benefícios
326861;1,52149E+13;PROMÉDICA - PROTEÇÃO MEDICA A EMPRESAS S.A.;PROMEDICA;Medicina de Grupo
417475;5,16284E+13;PRONTO SOCORRO CONDE DE MOREIRA LIMA;CAS - CONTRATO DE ASSISTÊNCIA À SAÚDE;Medicina de Grupo
305626;2,26663E+13;PRONTOCLINICA E HOSPITAIS SAO LUCAS S/A;PLANO DE SAUDE SAO LUCAS;Medicina de Grupo
301728;2,01686E+13;PRONTOMED PLANOS DE SAÚDE LTDA;PRONTOMED LTDA.;Medicina de Grupo
421383;2,98464E+13;PROPULSÃO PLANOS ODONTOLÓGICOS LTDA;PROPULSÃO PLANOS ODONTOLÓGICOS;Odontologia de Grupo
422533;3,53653E+13;PROVER ODONTOLOGIA LTDA;PROVER ODONTO;Odontologia de Grupo
422193;3,51486E+13;PRUDENTE ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de Benefícios
422703;3,25432E+13;PS ASSISTENCIA LTDA;MEU DENTISTA;Odontologia de Grupo
417173;7,6581E+12;QUALICORP ADMINISTRADORA DE BENEFÍCIOS S.A.;;Administradora de Benefícios
419290;1,76984E+13;QUALICORP CLUBE DE SAÚDE ADMINISTRADORA DE BENEFÍCIOS LTDA.;QUALICORP;Administradora de Benefícios
417131;1,04567E+13;QUALIDONTO - QUALIDADE EM ODONTOLOGIA LTDA ;QUALIDONTO;Odontologia de Grupo
420999;2,73235E+13;QUALISAUDE ADMINISTRADORA DE BENEFÍCIOS S/A;QUALISAUDE;Administradora de Benefícios
421243;2,84009E+13;QUALITY GOLD SAÚDE ADMINISTRADORA DE PLANOS DE SAÚDE LTDA-ME;QUALITY ADMINISTRADORA;Administradora de Benefícios
418170;9,4338E+12;QUALLITY PRÓ SAÚDE PLANO DE ASSISTÊNCIA MÉDICA LTDA.;QUALLITY PRÓ SAÚDE;Medicina de Grupo
419389;1,96795E+13;QV BENEFÍCIOS EM SAÚDE LTDA;QV BENEFÍCIOS;Administradora de Benefícios
420271;2,52052E+13;R.M.I. OPERADORA DE SAÚDE INTEGRADA LTDA;FENIX MEDICAL;Medicina de Grupo
418196;1,3786E+13;RAMED ADMINISTRADORA DE BENEFICIOS LTDA.;RAMED ADMINISTRADORA DE BENEFICIOS LTDA.;Administradora de Benefícios
418862;6,87379E+13;RBS PARTICIPAÇÕES S/A;;Autogestão
331317;3,42698E+13;REAL GRANDEZA - FUNDAÇÃO DE PREVIDÊNCIA E ASSISTÊNCIA SOCIAL;;Autogestão
423513;4,21152E+13;REAL GRANDEZA SAÚDE;;Autogestão
418773;1,67577E+13;RENASCER ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de Benefícios
418692;1,37469E+13;RESOLVE ADMINISTRADORA DE BENEFÍCIOS LTDA;RESOLVE ADMINISTRADORA DE BENEFÍCIOS LTDA;Administradora de Benefícios
422878;3,98707E+13;RG SAÚDE ADMINISTRADORA DE BENEFICIOS LTDA;RG SAÚDE;Administradora de Benefícios
417149;3,52468E+12;RIBERDENTE SERVIÇOS ODONTOLÓGICOS S/S LTDA;;Odontologia de Grupo
421359;2,99108E+13;RIO DOCE SAÚDE;RIO DOCE SAÚDE;Medicina de Grupo
415243;7,15425E+12;RODRIGUES LEIRA ODONTOLOGIA LTDA.;SERMED ODONTO;Odontologia de Grupo
415821;6,79894E+13;ROPE ODONTOLOGIA ESPECIALIZADA S/S LTDA.;ROPE;Odontologia de Grupo
324493;6,92594E+13;S.P.A SAUDE- SISTEMA DE PROMOÇÃO ASSISTENCIAL;SISTEMA PAULISTA DE ASSISTÊNCIA SAÚDE;Autogestão
